species,metabolite,metabolite_class,N,dR/Rdt
Rhodococcus,citrulline,Organic_Acid,0.3345,0.016567617044412942
Rhodococcus,citrulline,Organic_Acid,0.60225,-0.11667133091013779
Rhodococcus,citrulline,Organic_Acid,0.71625,-0.009365490607969764
Rhodococcus,citrulline,Organic_Acid,1.3,0.006917031781105771
Rhodococcus,succinic acid,Organic_Acid,0.3345,-0.10554000154313915
Rhodococcus,succinic acid,Organic_Acid,0.60225,0.019110194337432194
Rhodococcus,succinic acid,Organic_Acid,0.71625,0.08031612411677533
Rhodococcus,succinic acid,Organic_Acid,1.3,-0.03788455465346684
Rhodococcus,alanine,Amino_Acid,0.3345,-0.12538528704121174
Rhodococcus,alanine,Amino_Acid,0.60225,-0.7751659583663647
Rhodococcus,alanine,Amino_Acid,0.71625,0.01003338566453884
Rhodococcus,alanine,Amino_Acid,1.3,-0.03296269906669962
Rhodococcus,arginine,Amino_Acid,0.3345,-0.19993237700287614
Rhodococcus,arginine,Amino_Acid,0.60225,-0.050504297198346544
Rhodococcus,arginine,Amino_Acid,0.71625,-0.24247658745177728
Rhodococcus,arginine,Amino_Acid,1.3,-0.010618894259817822
Rhodococcus,asparagine,Amino_Acid,0.3345,-0.19402342721806495
Rhodococcus,asparagine,Amino_Acid,0.60225,-0.7967846354263525
Rhodococcus,asparagine,Amino_Acid,0.71625,-0.011973003864021487
Rhodococcus,asparagine,Amino_Acid,1.3,0.0072543080404202966
Rhodococcus,aspartic acid,Amino_Acid,0.3345,-0.17306018136711823
Rhodococcus,aspartic acid,Amino_Acid,0.60225,-0.7973921151675334
Rhodococcus,aspartic acid,Amino_Acid,0.71625,-0.2630243197911018
Rhodococcus,aspartic acid,Amino_Acid,1.3,0.1687241700280342
Rhodococcus,glutamic acid,Amino_Acid,0.3345,-0.17507996497374342
Rhodococcus,glutamic acid,Amino_Acid,0.60225,-0.767270313124047
Rhodococcus,glutamic acid,Amino_Acid,0.71625,-0.03922029289777144
Rhodococcus,glutamic acid,Amino_Acid,1.3,0.04479864046519776
Rhodococcus,glutamine,Amino_Acid,0.3345,-0.1991892160414789
Rhodococcus,glutamine,Amino_Acid,0.60225,-0.669491082955402
Rhodococcus,glutamine,Amino_Acid,0.71625,-0.11629946650095704
Rhodococcus,glutamine,Amino_Acid,1.3,0.1144910058256708
Rhodococcus,glycine,Amino_Acid,0.3345,-0.16187013204187775
Rhodococcus,glycine,Amino_Acid,0.60225,-0.7695267182460158
Rhodococcus,glycine,Amino_Acid,0.71625,-0.07457718630578686
Rhodococcus,glycine,Amino_Acid,1.3,-0.06535381515146432
Rhodococcus,histidine,Amino_Acid,0.3345,-0.02379238674042539
Rhodococcus,histidine,Amino_Acid,0.60225,0.00798295650072152
Rhodococcus,histidine,Amino_Acid,0.71625,-0.031768673370509384
Rhodococcus,histidine,Amino_Acid,1.3,0.03165861989252079
Rhodococcus,isoleucine,Amino_Acid,0.3345,-0.11938807726572365
Rhodococcus,isoleucine,Amino_Acid,0.60225,-0.7972324510174458
Rhodococcus,isoleucine,Amino_Acid,0.71625,-0.032939184089802315
Rhodococcus,isoleucine,Amino_Acid,1.3,0.011557710209525878
Rhodococcus,leucine,Amino_Acid,0.3345,-0.12259048750732196
Rhodococcus,leucine,Amino_Acid,0.60225,-0.7990082429009977
Rhodococcus,leucine,Amino_Acid,0.71625,0.10616862187937179
Rhodococcus,leucine,Amino_Acid,1.3,0.010085763309493066
Rhodococcus,lysine,Amino_Acid,0.3345,0.11361950801958105
Rhodococcus,lysine,Amino_Acid,0.60225,-0.5027742787470145
Rhodococcus,lysine,Amino_Acid,0.71625,-0.1236400911110586
Rhodococcus,lysine,Amino_Acid,1.3,-0.020084190639313108
Rhodococcus,methionine,Amino_Acid,0.3345,-0.013929903310971496
Rhodococcus,methionine,Amino_Acid,0.60225,-0.4224838214313658
Rhodococcus,methionine,Amino_Acid,0.71625,-0.21363839407552898
Rhodococcus,methionine,Amino_Acid,1.3,-0.10895015820644391
Rhodococcus,phenylalanine,Amino_Acid,0.3345,0.020772811194411395
Rhodococcus,phenylalanine,Amino_Acid,0.60225,-0.7571310397628901
Rhodococcus,phenylalanine,Amino_Acid,0.71625,-0.2414969470747056
Rhodococcus,phenylalanine,Amino_Acid,1.3,0.017078601167845445
Rhodococcus,proline,Amino_Acid,0.3345,-0.017083824362633494
Rhodococcus,proline,Amino_Acid,0.60225,-0.20819102562922398
Rhodococcus,proline,Amino_Acid,0.71625,-0.021136474808746093
Rhodococcus,proline,Amino_Acid,1.3,-0.010414923307192146
Rhodococcus,serine,Amino_Acid,0.3345,-0.18887475201386014
Rhodococcus,serine,Amino_Acid,0.60225,-0.797628239573871
Rhodococcus,serine,Amino_Acid,0.71625,-0.01854926806620293
Rhodococcus,serine,Amino_Acid,1.3,-0.0021016205730775995
Rhodococcus,threonine,Amino_Acid,0.3345,0.008719052898845402
Rhodococcus,threonine,Amino_Acid,0.60225,-0.7607606982506148
Rhodococcus,threonine,Amino_Acid,0.71625,-0.059248706190472025
Rhodococcus,threonine,Amino_Acid,1.3,0.024575960995200343
Rhodococcus,tryptophan,Amino_Acid,0.3345,-0.034994848406707385
Rhodococcus,tryptophan,Amino_Acid,0.60225,0.011308184870873234
Rhodococcus,tryptophan,Amino_Acid,0.71625,0.011933538046524039
Rhodococcus,tryptophan,Amino_Acid,1.3,0.014288586553986713
Rhodococcus,tyrosine,Amino_Acid,0.3345,-0.04702993295211496
Rhodococcus,tyrosine,Amino_Acid,0.60225,-0.5420489623867312
Rhodococcus,tyrosine,Amino_Acid,0.71625,-0.09876237319641157
Rhodococcus,tyrosine,Amino_Acid,1.3,-0.012895707900092996
Rhodococcus,valine,Amino_Acid,0.3345,-0.09775707911756559
Rhodococcus,valine,Amino_Acid,0.60225,-0.7950125796231071
Rhodococcus,valine,Amino_Acid,0.71625,-0.006056202745804098
Rhodococcus,valine,Amino_Acid,1.3,0.0033580920059013706
Rhodococcus,cysteine,Amino_Acid,0.3345,0.037865038396762654
Rhodococcus,cysteine,Amino_Acid,0.60225,0.167044565168594
Rhodococcus,cysteine,Amino_Acid,0.71625,-0.14787190452670468
Rhodococcus,cysteine,Amino_Acid,1.3,-0.18838686718913658
Rhodococcus,cystine,Amino_Acid,0.3345,0.08214015617999279
Rhodococcus,cystine,Amino_Acid,0.60225,-0.10340537202808979
Rhodococcus,cystine,Amino_Acid,0.71625,-0.13883437617072847
Rhodococcus,cystine,Amino_Acid,1.3,-0.18964862890621761
Rhodococcus,adenine,Nucleobase,0.3345,-0.19895711880852696
Rhodococcus,adenine,Nucleobase,0.60225,-0.15407845944754628
Rhodococcus,adenine,Nucleobase,0.71625,0.0032894061050518443
Rhodococcus,adenine,Nucleobase,1.3,0.0064206265157229206
Rhodococcus,adenosine,Nucleobase,0.3345,0.004545521470127857
Rhodococcus,adenosine,Nucleobase,0.60225,0.0062917856516464385
Rhodococcus,adenosine,Nucleobase,0.71625,-0.0034892302754621607
Rhodococcus,adenosine,Nucleobase,1.3,-0.013625054910008995
Rhodococcus,cytidine,Nucleobase,0.3345,-0.003922227474026713
Rhodococcus,cytidine,Nucleobase,0.60225,0.026263097517430778
Rhodococcus,cytidine,Nucleobase,0.71625,0.006176254058159874
Rhodococcus,cytidine,Nucleobase,1.3,0.015007281442707642
Rhodococcus,cytosine,Nucleobase,0.3345,-0.19476621603984648
Rhodococcus,cytosine,Nucleobase,0.60225,-0.745895657867794
Rhodococcus,cytosine,Nucleobase,0.71625,0.08333453168798811
Rhodococcus,cytosine,Nucleobase,1.3,0.041653773627874355
Rhodococcus,guanine,Nucleobase,0.3345,-0.19972239682543194
Rhodococcus,guanine,Nucleobase,0.60225,0.03698791358587066
Rhodococcus,guanine,Nucleobase,0.71625,0.0907660620882755
Rhodococcus,guanine,Nucleobase,1.3,0.06980572088364247
Rhodococcus,guanosine,Nucleobase,0.3345,-0.026142801774773662
Rhodococcus,guanosine,Nucleobase,0.60225,-0.005782798677952043
Rhodococcus,guanosine,Nucleobase,0.71625,0.035298740668636294
Rhodococcus,guanosine,Nucleobase,1.3,0.03283711861930674
Rhodococcus,hypoxanthine,Nucleobase,0.3345,-0.19981166508780468
Rhodococcus,hypoxanthine,Nucleobase,0.60225,0.40242275523282617
Rhodococcus,hypoxanthine,Nucleobase,0.71625,0.1574113452031199
Rhodococcus,hypoxanthine,Nucleobase,1.3,-0.07117551147521888
Rhodococcus,inosine,Nucleobase,0.3345,-0.03172995016631772
Rhodococcus,inosine,Nucleobase,0.60225,0.1194026941866077
Rhodococcus,inosine,Nucleobase,0.71625,0.00922702812027068
Rhodococcus,inosine,Nucleobase,1.3,0.024578027215851166
Rhodococcus,thymine,Nucleobase,0.3345,-0.19843037256050322
Rhodococcus,thymine,Nucleobase,0.60225,0.1647462651802125
Rhodococcus,thymine,Nucleobase,0.71625,-0.025937549596739023
Rhodococcus,thymine,Nucleobase,1.3,-0.02550120453365666
Rhodococcus,uracil,Nucleobase,0.3345,-0.19981340102200387
Rhodococcus,uracil,Nucleobase,0.60225,0.21813215343116202
Rhodococcus,uracil,Nucleobase,0.71625,-0.021184412969162486
Rhodococcus,uracil,Nucleobase,1.3,0.006867183918044088
Rhodococcus,uridine,Nucleobase,0.3345,-0.016010260012296045
Rhodococcus,uridine,Nucleobase,0.60225,-0.09573999615673158
Rhodococcus,uridine,Nucleobase,0.71625,0.03896945076353253
Rhodococcus,uridine,Nucleobase,1.3,0.02226838488267822
Rhodococcus,xanthine,Nucleobase,0.3345,-0.015224340799130612
Rhodococcus,xanthine,Nucleobase,0.60225,-0.04225494407990457
Rhodococcus,xanthine,Nucleobase,0.71625,0.01739318520877887
Rhodococcus,xanthine,Nucleobase,1.3,0.026876637368816333
Rhodococcus,xanthosine,Nucleobase,0.3345,0.026095589260688418
Rhodococcus,xanthosine,Nucleobase,0.60225,-0.09315798926906604
Rhodococcus,xanthosine,Nucleobase,0.71625,0.005836413757662855
Rhodococcus,xanthosine,Nucleobase,1.3,0.03389628728143186
Rhodococcus,5-methyluridine,Nucleobase,0.3345,-0.04109118147429722
Rhodococcus,5-methyluridine,Nucleobase,0.60225,0.05576735091119675
Rhodococcus,5-methyluridine,Nucleobase,0.71625,0.01607309643999075
Rhodococcus,5-methyluridine,Nucleobase,1.3,0.019770957412131012
Rhodococcus,gamma-Aminobutyric acid,Others,0.3345,-0.19911544764242334
Rhodococcus,gamma-Aminobutyric acid,Others,0.60225,-0.47534373034802213
Rhodococcus,gamma-Aminobutyric acid,Others,0.71625,-0.12273165012877084
Rhodococcus,gamma-Aminobutyric acid,Others,1.3,0.07326109187297333
Rhodococcus,ectoine,Others,0.3345,0.004503119759854458
Rhodococcus,ectoine,Others,0.60225,-0.06184909985672329
Rhodococcus,ectoine,Others,0.71625,-0.006566566355915035
Rhodococcus,ectoine,Others,1.3,-3.549781335304935e-05
Rhodococcus,N-acetyl-glutamic acid,Others,0.3345,0.011924853568668048
Rhodococcus,N-acetyl-glutamic acid,Others,0.60225,-0.11728290053782035
Rhodococcus,N-acetyl-glutamic acid,Others,0.71625,0.01801374440677073
Rhodococcus,N-acetyl-glutamic acid,Others,1.3,-0.010590259361908891
Rhodococcus,ornithine,Others,0.3345,0.15072469925801585
Rhodococcus,ornithine,Others,0.60225,-0.45855694075517217
Rhodococcus,ornithine,Others,0.71625,-0.1031852472615057
Rhodococcus,ornithine,Others,1.3,0.013463594703276459
Rhodococcus,shikimic acid,Others,0.3345,-0.02700735117994105
Rhodococcus,shikimic acid,Others,0.60225,-0.17977403447541204
Rhodococcus,shikimic acid,Others,0.71625,-0.006721811717855342
Rhodococcus,shikimic acid,Others,1.3,0.0056885512896207545
Rhodococcus,taurine,Others,0.3345,0.006830159358686717
Rhodococcus,taurine,Others,0.60225,-0.21596985858759699
Rhodococcus,taurine,Others,0.71625,-0.035751287582948876
Rhodococcus,taurine,Others,1.3,0.029346939812480845
Rhodococcus,N-acetylglutamine,Others,0.3345,0.012593218931724654
Rhodococcus,N-acetylglutamine,Others,0.60225,-0.17203423546324847
Rhodococcus,N-acetylglutamine,Others,0.71625,-0.03866021366246961
Rhodococcus,N-acetylglutamine,Others,1.3,0.0007253264798381492
Rhodococcus,n-acetyllysine,Others,0.3345,0.015292943021261106
Rhodococcus,n-acetyllysine,Others,0.60225,-0.16051751182936116
Rhodococcus,n-acetyllysine,Others,0.71625,0.010536716158793567
Rhodococcus,n-acetyllysine,Others,1.3,-0.009099849842690135
Rhodococcus,n-acetylmuramic acid,Others,0.3345,0.02977620923390144
Rhodococcus,n-acetylmuramic acid,Others,0.60225,-0.2896489750924443
Rhodococcus,n-acetylmuramic acid,Others,0.71625,-0.0049645757739353175
Rhodococcus,n-acetylmuramic acid,Others,1.3,-0.021382378425274386
Rhodococcus,betaine,Others,0.3345,-0.02439044258005352
Rhodococcus,betaine,Others,0.60225,-0.21640535594436597
Rhodococcus,betaine,Others,0.71625,-0.2561728918190415
Rhodococcus,betaine,Others,1.3,-0.05790880987340814
Rhodococcus,nicotinamide,Others,0.3345,-0.1977468478985059
Rhodococcus,nicotinamide,Others,0.60225,-0.05452514152292982
Rhodococcus,nicotinamide,Others,0.71625,0.0976312617866189
Rhodococcus,nicotinamide,Others,1.3,0.030272749149624092
Rhodococcus,trigonelline,Others,0.3345,-0.020825438028890295
Rhodococcus,trigonelline,Others,0.60225,0.01523235032355636
Rhodococcus,trigonelline,Others,0.71625,-0.05697691787835716
Rhodococcus,trigonelline,Others,1.3,-0.002798770418279331
Rhodococcus,carnitine,Others,0.3345,-0.004596511101619152
Rhodococcus,carnitine,Others,0.60225,-0.11002393575046936
Rhodococcus,carnitine,Others,0.71625,-0.011709141309252229
Rhodococcus,carnitine,Others,1.3,-0.00020717544359330492
Rhodococcus,choline,Others,0.3345,0.008100212241557343
Rhodococcus,choline,Others,0.60225,-0.05444919156119372
Rhodococcus,choline,Others,0.71625,-0.007355631874693
Rhodococcus,choline,Others,1.3,0.00015155203953389068
Rhodococcus,sn-glycero-3-phosphocholine,Others,0.3345,0.008005644357863774
Rhodococcus,sn-glycero-3-phosphocholine,Others,0.60225,-0.0828244913129988
Rhodococcus,sn-glycero-3-phosphocholine,Others,0.71625,-0.008417279625313709
Rhodococcus,sn-glycero-3-phosphocholine,Others,1.3,-0.007883124204206568
Brevibacillus,sucrose,Sugar,0.1125,0.0010085319236678063
Brevibacillus,sucrose,Sugar,0.4405,-0.012546999654456954
Brevibacillus,sucrose,Sugar,0.51675,0.022938899212407233
Brevibacillus,sucrose,Sugar,0.48,-0.00596570360577703
Brevibacillus,trehalose,Sugar,0.1125,0.0021997407361126907
Brevibacillus,trehalose,Sugar,0.4405,-0.0054864273528841
Brevibacillus,trehalose,Sugar,0.51675,-0.01262485362818123
Brevibacillus,trehalose,Sugar,0.48,-0.00893000359990428
Brevibacillus,myo-inositol,Sugar,0.1125,-0.0009456719353727827
Brevibacillus,myo-inositol,Sugar,0.4405,-0.0434134223133393
Brevibacillus,myo-inositol,Sugar,0.51675,0.02024193210703649
Brevibacillus,myo-inositol,Sugar,0.48,-0.014270526944235773
Brevibacillus,xylose,Sugar,0.1125,-0.041591825330299766
Brevibacillus,xylose,Sugar,0.4405,0.1197705767707117
Brevibacillus,xylose,Sugar,0.51675,-0.07685541193934542
Brevibacillus,xylose,Sugar,0.48,0.0346261967595643
Brevibacillus,mannitol,Sugar,0.1125,-0.0049773912132550285
Brevibacillus,mannitol,Sugar,0.4405,0.016266422046056935
Brevibacillus,mannitol,Sugar,0.51675,-0.032944464254250044
Brevibacillus,mannitol,Sugar,0.48,0.01498801752349007
Brevibacillus,N-acetyl-glucosamine,Sugar,0.1125,-0.017628140742650913
Brevibacillus,N-acetyl-glucosamine,Sugar,0.4405,-0.2728126618251402
Brevibacillus,N-acetyl-glucosamine,Sugar,0.51675,-0.09969916185538875
Brevibacillus,N-acetyl-glucosamine,Sugar,0.48,-0.015072671634935749
Brevibacillus,Glucose,Sugar,0.1125,-0.030006805667264737
Brevibacillus,Glucose,Sugar,0.4405,0.049538324472403715
Brevibacillus,Glucose,Sugar,0.51675,-0.18081871597295668
Brevibacillus,Glucose,Sugar,0.48,-0.00633704161828162
Brevibacillus,lactic acid,Organic_Acid,0.1125,-0.011230005787393327
Brevibacillus,lactic acid,Organic_Acid,0.4405,0.03398113239022199
Brevibacillus,lactic acid,Organic_Acid,0.51675,-0.01120668667729614
Brevibacillus,lactic acid,Organic_Acid,0.48,0.0064418810877691635
Brevibacillus,malic acid,Organic_Acid,0.1125,-0.0031390616990171483
Brevibacillus,malic acid,Organic_Acid,0.4405,-0.01991501963556556
Brevibacillus,malic acid,Organic_Acid,0.51675,-0.017669794801212956
Brevibacillus,malic acid,Organic_Acid,0.48,0.0036109530961862626
Brevibacillus,citric acid,Organic_Acid,0.1125,-0.0033908562491962793
Brevibacillus,citric acid,Organic_Acid,0.4405,-0.2857141769632327
Brevibacillus,citric acid,Organic_Acid,0.51675,-0.0347513844788357
Brevibacillus,citric acid,Organic_Acid,0.48,0.025991883755486576
Brevibacillus,pyruvic acid,Organic_Acid,0.1125,-0.01367876781659507
Brevibacillus,pyruvic acid,Organic_Acid,0.4405,-0.26336709703784644
Brevibacillus,pyruvic acid,Organic_Acid,0.51675,-0.03847507313435028
Brevibacillus,pyruvic acid,Organic_Acid,0.48,0.04084891266492452
Brevibacillus,alpha-ketoglutaric acid,Organic_Acid,0.1125,-0.015201034883900105
Brevibacillus,alpha-ketoglutaric acid,Organic_Acid,0.4405,0.01637674453176382
Brevibacillus,alpha-ketoglutaric acid,Organic_Acid,0.51675,-0.013944843748373749
Brevibacillus,alpha-ketoglutaric acid,Organic_Acid,0.48,0.004309616686929008
Brevibacillus,citrulline,Organic_Acid,0.1125,-0.005519036708309756
Brevibacillus,citrulline,Organic_Acid,0.4405,-0.285712914836043
Brevibacillus,citrulline,Organic_Acid,0.51675,0.00011791106516640433
Brevibacillus,citrulline,Organic_Acid,0.48,-0.00039647514136006664
Brevibacillus,succinic acid,Organic_Acid,0.1125,-0.006535854441669637
Brevibacillus,succinic acid,Organic_Acid,0.4405,-0.01100658583982128
Brevibacillus,succinic acid,Organic_Acid,0.51675,-0.03942043963451798
Brevibacillus,succinic acid,Organic_Acid,0.48,0.0065469301358746
Brevibacillus,alanine,Amino_Acid,0.1125,-0.016475084892024417
Brevibacillus,alanine,Amino_Acid,0.4405,-0.28098759419728764
Brevibacillus,alanine,Amino_Acid,0.51675,0.03274456239253862
Brevibacillus,alanine,Amino_Acid,0.48,-0.09089918550570804
Brevibacillus,arginine,Amino_Acid,0.1125,-0.09409902944423293
Brevibacillus,arginine,Amino_Acid,0.4405,-0.28568744672258817
Brevibacillus,arginine,Amino_Acid,0.51675,0.19700764898638648
Brevibacillus,arginine,Amino_Acid,0.48,0.02973291338744749
Brevibacillus,asparagine,Amino_Acid,0.1125,-0.003178451346323429
Brevibacillus,asparagine,Amino_Acid,0.4405,-0.2856975858702712
Brevibacillus,asparagine,Amino_Acid,0.51675,0.16484660461364542
Brevibacillus,asparagine,Amino_Acid,0.48,-0.10214585024754168
Brevibacillus,aspartic acid,Amino_Acid,0.1125,-0.05732394656204197
Brevibacillus,aspartic acid,Amino_Acid,0.4405,-0.282120181873914
Brevibacillus,aspartic acid,Amino_Acid,0.51675,0.09881098994460508
Brevibacillus,aspartic acid,Amino_Acid,0.48,0.016289954856674897
Brevibacillus,glutamic acid,Amino_Acid,0.1125,-0.040280111594400994
Brevibacillus,glutamic acid,Amino_Acid,0.4405,-0.2761621943817553
Brevibacillus,glutamic acid,Amino_Acid,0.51675,0.11956236172079598
Brevibacillus,glutamic acid,Amino_Acid,0.48,-0.048235076033292724
Brevibacillus,glutamine,Amino_Acid,0.1125,-0.05211626457297927
Brevibacillus,glutamine,Amino_Acid,0.4405,-0.28495781302720935
Brevibacillus,glutamine,Amino_Acid,0.51675,0.039498834725947736
Brevibacillus,glutamine,Amino_Acid,0.48,-0.033531203867249025
Brevibacillus,glycine,Amino_Acid,0.1125,-0.01793951593323887
Brevibacillus,glycine,Amino_Acid,0.4405,-0.28552594578446383
Brevibacillus,glycine,Amino_Acid,0.51675,0.15624523573110047
Brevibacillus,glycine,Amino_Acid,0.48,-0.11977818831378996
Brevibacillus,histidine,Amino_Acid,0.1125,0.011425024818550537
Brevibacillus,histidine,Amino_Acid,0.4405,-0.28571293245705776
Brevibacillus,histidine,Amino_Acid,0.51675,0.21010202086774135
Brevibacillus,histidine,Amino_Acid,0.48,-0.03919345013857542
Brevibacillus,isoleucine,Amino_Acid,0.1125,-0.0251161278306256
Brevibacillus,isoleucine,Amino_Acid,0.4405,-0.2857120876910344
Brevibacillus,isoleucine,Amino_Acid,0.51675,0.20096325263822884
Brevibacillus,isoleucine,Amino_Acid,0.48,-0.11622024903621625
Brevibacillus,leucine,Amino_Acid,0.1125,-0.01703078847228506
Brevibacillus,leucine,Amino_Acid,0.4405,-0.2857125431127622
Brevibacillus,leucine,Amino_Acid,0.51675,0.20409334530266746
Brevibacillus,leucine,Amino_Acid,0.48,-0.12511323060795043
Brevibacillus,lysine,Amino_Acid,0.1125,-0.023982342412596218
Brevibacillus,lysine,Amino_Acid,0.4405,-0.2857041039864178
Brevibacillus,lysine,Amino_Acid,0.51675,0.1970214372947247
Brevibacillus,lysine,Amino_Acid,0.48,-0.11951415941043453
Brevibacillus,methionine,Amino_Acid,0.1125,-0.010451787724927343
Brevibacillus,methionine,Amino_Acid,0.4405,-0.2851017157124655
Brevibacillus,methionine,Amino_Acid,0.51675,0.06218685184638565
Brevibacillus,methionine,Amino_Acid,0.48,-0.029499546416303358
Brevibacillus,phenylalanine,Amino_Acid,0.1125,-0.020299379870075275
Brevibacillus,phenylalanine,Amino_Acid,0.4405,-0.2856646738246307
Brevibacillus,phenylalanine,Amino_Acid,0.51675,0.17305221017268654
Brevibacillus,phenylalanine,Amino_Acid,0.48,-0.023934794653291167
Brevibacillus,proline,Amino_Acid,0.1125,-0.005984264835941963
Brevibacillus,proline,Amino_Acid,0.4405,-0.26028967913672285
Brevibacillus,proline,Amino_Acid,0.51675,-0.19531767400515174
Brevibacillus,proline,Amino_Acid,0.48,-0.01078272023956404
Brevibacillus,serine,Amino_Acid,0.1125,-0.0354000674781345
Brevibacillus,serine,Amino_Acid,0.4405,-0.28568085389290915
Brevibacillus,serine,Amino_Acid,0.51675,-0.0006850394240188526
Brevibacillus,serine,Amino_Acid,0.48,-0.0012434047738453867
Brevibacillus,threonine,Amino_Acid,0.1125,-0.024409393975850225
Brevibacillus,threonine,Amino_Acid,0.4405,-0.28293929916921096
Brevibacillus,threonine,Amino_Acid,0.51675,-0.07037657668395454
Brevibacillus,threonine,Amino_Acid,0.48,0.07939095255562627
Brevibacillus,tryptophan,Amino_Acid,0.1125,-0.015633069340363136
Brevibacillus,tryptophan,Amino_Acid,0.4405,-0.260139478097471
Brevibacillus,tryptophan,Amino_Acid,0.51675,-0.21001351987744332
Brevibacillus,tryptophan,Amino_Acid,0.48,-0.1201133396649348
Brevibacillus,tyrosine,Amino_Acid,0.1125,-0.020924875881156147
Brevibacillus,tyrosine,Amino_Acid,0.4405,-0.2857125744622108
Brevibacillus,tyrosine,Amino_Acid,0.51675,0.20080904921559695
Brevibacillus,tyrosine,Amino_Acid,0.48,-0.12314273783514675
Brevibacillus,valine,Amino_Acid,0.1125,-0.014645024324822137
Brevibacillus,valine,Amino_Acid,0.4405,-0.28571220473019465
Brevibacillus,valine,Amino_Acid,0.51675,0.2045771584540193
Brevibacillus,valine,Amino_Acid,0.48,-0.07227015783666246
Brevibacillus,cysteine,Amino_Acid,0.1125,0.01861321033923983
Brevibacillus,cysteine,Amino_Acid,0.4405,-0.2848716092116142
Brevibacillus,cysteine,Amino_Acid,0.51675,-0.17626792324226703
Brevibacillus,cysteine,Amino_Acid,0.48,-0.02545875772173215
Brevibacillus,cystine,Amino_Acid,0.1125,0.007149924665908989
Brevibacillus,cystine,Amino_Acid,0.4405,-0.2838285038715396
Brevibacillus,cystine,Amino_Acid,0.51675,-0.20732983444845407
Brevibacillus,cystine,Amino_Acid,0.48,-0.011994413925887357
Brevibacillus,adenine,Nucleobase,0.1125,-0.017544571028612756
Brevibacillus,adenine,Nucleobase,0.4405,-0.2472633660191669
Brevibacillus,adenine,Nucleobase,0.51675,0.15457729974570025
Brevibacillus,adenine,Nucleobase,0.48,0.03276722339150376
Brevibacillus,adenosine,Nucleobase,0.1125,-0.08833748926950905
Brevibacillus,adenosine,Nucleobase,0.4405,-0.27885243362213147
Brevibacillus,adenosine,Nucleobase,0.51675,-0.06915414267559403
Brevibacillus,adenosine,Nucleobase,0.48,-0.06304405019756903
Brevibacillus,cytidine,Nucleobase,0.1125,-0.05533104267450105
Brevibacillus,cytidine,Nucleobase,0.4405,-0.2855694410128302
Brevibacillus,cytidine,Nucleobase,0.51675,0.10862866970481068
Brevibacillus,cytidine,Nucleobase,0.48,-0.018694303650547202
Brevibacillus,cytosine,Nucleobase,0.1125,0.0035201708866188235
Brevibacillus,cytosine,Nucleobase,0.4405,-0.01871625024782731
Brevibacillus,cytosine,Nucleobase,0.51675,0.009786741057779668
Brevibacillus,cytosine,Nucleobase,0.48,0.010604493651079313
Brevibacillus,guanine,Nucleobase,0.1125,-0.01361682011281406
Brevibacillus,guanine,Nucleobase,0.4405,-0.07998760589479907
Brevibacillus,guanine,Nucleobase,0.51675,0.12452740914233398
Brevibacillus,guanine,Nucleobase,0.48,0.03099596016126486
Brevibacillus,guanosine,Nucleobase,0.1125,-0.04124377580244734
Brevibacillus,guanosine,Nucleobase,0.4405,-0.279862225092458
Brevibacillus,guanosine,Nucleobase,0.51675,-0.06257080762429831
Brevibacillus,guanosine,Nucleobase,0.48,-0.09585757661938446
Brevibacillus,hypoxanthine,Nucleobase,0.1125,-0.02035788142474778
Brevibacillus,hypoxanthine,Nucleobase,0.4405,-0.15417600634356887
Brevibacillus,hypoxanthine,Nucleobase,0.51675,0.1341142277872239
Brevibacillus,hypoxanthine,Nucleobase,0.48,0.004718020248132182
Brevibacillus,inosine,Nucleobase,0.1125,-0.05913611842484619
Brevibacillus,inosine,Nucleobase,0.4405,-0.2848149363719383
Brevibacillus,inosine,Nucleobase,0.51675,0.02810109036494379
Brevibacillus,inosine,Nucleobase,0.48,-0.03673036273423876
Brevibacillus,thymine,Nucleobase,0.1125,0.00042116063711602054
Brevibacillus,thymine,Nucleobase,0.4405,-0.23586732395976376
Brevibacillus,thymine,Nucleobase,0.51675,-0.17080228251426408
Brevibacillus,thymine,Nucleobase,0.48,0.03227857738960654
Brevibacillus,uracil,Nucleobase,0.1125,-0.048061577145903485
Brevibacillus,uracil,Nucleobase,0.4405,-0.2671502622937515
Brevibacillus,uracil,Nucleobase,0.51675,-0.17967478933691727
Brevibacillus,uracil,Nucleobase,0.48,-0.011004114834252749
Brevibacillus,uridine,Nucleobase,0.1125,-0.03446869884313211
Brevibacillus,uridine,Nucleobase,0.4405,-0.28570078479722333
Brevibacillus,uridine,Nucleobase,0.51675,0.20289099909904393
Brevibacillus,uridine,Nucleobase,0.48,-0.05166846859410632
Brevibacillus,xanthine,Nucleobase,0.1125,-0.011453139910964744
Brevibacillus,xanthine,Nucleobase,0.4405,-0.0216784278705277
Brevibacillus,xanthine,Nucleobase,0.51675,0.023977892430096372
Brevibacillus,xanthine,Nucleobase,0.48,0.0010461261936735155
Brevibacillus,xanthosine,Nucleobase,0.1125,-0.0049047698068910486
Brevibacillus,xanthosine,Nucleobase,0.4405,-0.2857111746887786
Brevibacillus,xanthosine,Nucleobase,0.51675,0.20548593793041472
Brevibacillus,xanthosine,Nucleobase,0.48,-0.12562637599783846
Brevibacillus,5-methyluridine,Nucleobase,0.1125,-0.012539800609683857
